"Comparison","Features passing FDR < 0.01","Features passing FDR < 0.05","Features passing FDR < 0.1","Features passing p-value < 0.01","Features passing p-value < 0.05","Features passing p-value < 0.1"
"Tail vs Uncinate",0,0,0,234,1114,2072
